id;title;description
10;Конкурс талантов «Зимние звёзды». 25/12/2019;"Статья о мероприятии: https://vk.com/@activschool81-konkurs-talantov-zimnie-zvezdy</p><p>Полный фотосет: https://vk.com/album-81298809_269479508"
